あけちみつき	明智光月	名詞
おだしのぶ	織田詩信	名詞
さなだゆきは	真田幸葉	名詞
だてつかさ	伊達つかさ	名詞
たけだくろあ	武田玄愛	名詞
ももちはる	百地波瑠	名詞
ふうまこよい	風魔小宵	名詞
さるとびさな	猿飛佐奈	名詞
とよとみゆきち	豊臣雪吉	名詞
とくがわかおる	徳川家織	名詞
もがみいま	最上伊万	名詞
