あかいあかめ	赤衣アカメ	名詞
ほしのねころん	星ノ音コロン	名詞
あまみくりね	天海くりね	名詞
こひなたちこ	小日向千虎	名詞
みらるぷす	ミラ・ルプス	名詞
ぎんかいまお	銀灰まお	名詞
りんがーねっと	リン・ガーネット	名詞
めいどうしろね	明堂しろね	名詞
かとうしぇりー	華糖シェリー	名詞
ぺるぽ	ぺるぽ	名詞
すいもりあとり	翠森アトリ	名詞
しずかわなのか	雫川なのか	名詞
しろくまたべる	白熊汰べる	名詞
うゆづきめも	卯夢月めお	名詞
もふやまそらら	もふやまそらら	名詞
ちゃまこ	ちゃまこ	名詞
ぷるゔぉわーるぬる	プルヴォワール・ヌル	名詞
こいせよおとめ	恋世代おとめ	名詞
